agent_type,base_seed,default_horizon,dtw_action_dtw_mean_agg_mean,dtw_action_dtw_mean_agg_std,dtw_state_dtw_mean_agg_mean,dtw_state_dtw_mean_agg_std,early_termination_rate,env_id,eval_episodes,horizon,length_mean,length_std,min_dtw_action_dtw_min_agg_mean,min_dtw_action_dtw_min_agg_std,min_dtw_state_dtw_min_agg_mean,min_dtw_state_dtw_min_agg_std,model_path,non_success_dtw_action_dtw_mean_max,non_success_dtw_action_dtw_mean_mean,non_success_dtw_action_dtw_mean_min,non_success_dtw_action_dtw_mean_std,non_success_dtw_state_dtw_mean_max,non_success_dtw_state_dtw_mean_mean,non_success_dtw_state_dtw_mean_min,non_success_dtw_state_dtw_mean_std,non_success_exceed_default_count,non_success_exceed_default_pct,non_success_length_max,non_success_length_mean,non_success_length_min,non_success_length_std,non_success_min_dtw_action_dtw_min_max,non_success_min_dtw_action_dtw_min_mean,non_success_min_dtw_action_dtw_min_min,non_success_min_dtw_action_dtw_min_std,non_success_min_dtw_state_dtw_min_max,non_success_min_dtw_state_dtw_min_mean,non_success_min_dtw_state_dtw_min_min,non_success_min_dtw_state_dtw_min_std,non_success_wasserstein_action_w2_dist_max,non_success_wasserstein_action_w2_dist_mean,non_success_wasserstein_action_w2_dist_min,non_success_wasserstein_action_w2_dist_std,non_success_wasserstein_state_w2_dist_max,non_success_wasserstein_state_w2_dist_mean,non_success_wasserstein_state_w2_dist_min,non_success_wasserstein_state_w2_dist_std,normalized_score_mean,normalized_score_std,raw_reward_mean,raw_reward_std,success_dtw_action_dtw_mean_max,success_dtw_action_dtw_mean_mean,success_dtw_action_dtw_mean_min,success_dtw_action_dtw_mean_std,success_dtw_state_dtw_mean_max,success_dtw_state_dtw_mean_mean,success_dtw_state_dtw_mean_min,success_dtw_state_dtw_mean_std,success_exceed_default_count,success_exceed_default_pct,success_length_max,success_length_mean,success_length_min,success_length_std,success_min_dtw_action_dtw_min_max,success_min_dtw_action_dtw_min_mean,success_min_dtw_action_dtw_min_min,success_min_dtw_action_dtw_min_std,success_min_dtw_state_dtw_min_max,success_min_dtw_state_dtw_min_mean,success_min_dtw_state_dtw_min_min,success_min_dtw_state_dtw_min_std,success_rate,success_wasserstein_action_w2_dist_max,success_wasserstein_action_w2_dist_mean,success_wasserstein_action_w2_dist_min,success_wasserstein_action_w2_dist_std,success_wasserstein_state_w2_dist_max,success_wasserstein_state_w2_dist_mean,success_wasserstein_state_w2_dist_min,success_wasserstein_state_w2_dist_std,total_non_success_episodes,total_success_episodes,wasserstein_action_w2_dist_agg_mean,wasserstein_action_w2_dist_agg_std,wasserstein_state_w2_dist_agg_mean,wasserstein_state_w2_dist_agg_std
RLPDMAQAgentseed100_sq3_k8,100,200,295.8777982886134,64.00407795414327,370.9793749582986,63.0029071987145,0.0,door-human-v1,100,,200.0,0.0,271.6354776641785,66.4782691115028,306.6707572349328,70.80972558186473,RLPD_MAQ/log/exp_seed100_sq3_k8/door-human-v1/RLPDMAQ/model_780000_873.pth,620.9929442247885,345.8412650186313,254.9006531394874,87.63352069386859,621.4279976353058,430.2202400625966,308.3632160649824,74.5829070023749,0,0.0,200,200.0,200,0.0,607.1537118304567,322.6612623987092,231.89446499042768,91.06657743501206,598.0357446800818,368.75444429313956,234.09385445811807,87.37615537746382,6.6076375305955235,4.795984285990876,3.900265357423723,0.6912758681167703,7.562235510286795,5.943863111103928,4.964324569960429,0.6204295335035543,23.733807666072654,18.53056445987917,640.5685935127356,544.2578995128539,283.0850794631629,268.9743931262961,233.83387081450437,9.958585301712915,360.745462649827,339.0804475944457,289.76622189438984,14.290004932566655,0,0.0,200,200.0,200,0.0,262.023420931808,244.16005511481583,197.58946328835157,13.290409125083759,314.3188426900736,273.24107958820605,204.8389367034735,20.247400840280022,0.65,4.2719261148618815,4.012097352099788,3.4222906164506055,0.17909574936238157,5.524636425562203,4.993152080505384,4.432542639587395,0.18415278348107023,35,65,4.286457778961669,0.5726208700754555,5.325900941214874,0.6019930656484654
RLPDMAQAgentseed1_sq3_k16,1,200,276.6994982197509,88.39278048176854,277.5603425433312,95.91028347824619,0.0,door-human-v1,100,,200.0,0.0,240.65138937624226,88.11014728664881,222.26441196781406,107.00742871415129,RLPD_MAQ/log/exp_seed1_sq3_k16/door-human-v1/RLPDMAQ/model_890000_742.pth,675.893034746793,361.7807583643877,225.2153890014206,170.049680110124,657.8458386723668,380.2601682116548,216.7282836606619,177.3414922524584,0,0.0,200,200.0,200,0.0,638.1723559900227,324.51643855115395,187.1347794422827,170.027724603194,641.8805758329605,340.74739924792476,154.60938881529094,194.28112438518525,7.477915502072426,4.780803594737419,3.3658190243187303,1.6288537107457743,8.506504443873482,5.74686422886433,3.946797756346271,1.7296996677532859,26.03214964126621,9.639118216547908,708.0727852220272,283.1088197584598,286.19782682234336,255.4291831835917,215.4280414285937,16.590648466726055,317.7838277230074,251.88538612625038,206.63577785180453,18.43800266893685,0,0.0,200,200.0,200,0.0,254.200039807692,219.68512708251433,183.7227561441618,16.702395406402058,273.0126701378455,192.64366514778635,144.1140442998906,22.136061439286248,0.8,4.1705162620843605,3.6879924049681803,3.271781962427916,0.18739486115218718,5.405129442030796,4.349164633310528,3.814232192774943,0.2394999384461413,20,80,3.9065546429220284,0.86591232629443,4.628704552421288,0.9781771976710208
RLPDMAQAgentseed10_sq3_k16,10,200,269.76730661931714,10.519559684188458,268.81785017167965,13.914124604349096,0.0,door-human-v1,100,,200.0,0.0,217.08268717238158,8.867320057985397,224.32853906935577,12.241730953094315,RLPD_MAQ/log/exp_seed10_sq3_k16/door-human-v1/RLPDMAQ/model_630000_1130.pth,273.86140057356806,270.38566432396095,267.5422191844775,2.6182509929356974,306.01788407855855,278.60189975552765,260.6961806321921,19.686680081491616,0,0.0,200,200.0,200,0.0,257.2146635603295,245.85400158059647,239.97124082680966,8.034901296744266,272.96354811199643,237.73322110329403,213.82534738135823,25.435934656014677,3.502971036656365,3.4582043931681725,3.383197144746081,0.05336863583235783,4.924244233574255,4.460713853384756,4.18777863007586,0.3294847307072262,37.725442949111304,5.677154517613176,1051.51441474684,166.74269149522735,289.2412967403639,269.74818215422505,235.41381693514185,10.670493715135608,294.133944417048,268.51525070001424,230.39191864573414,13.584984664763454,0,0.0,200,200.0,200,0.0,229.90138359789634,216.19285270614822,192.71198714244892,7.257478804940007,253.88875220788634,223.91396127449167,192.38927518337204,11.347059660678703,0.97,3.6953415603679964,3.493933882221295,3.1332534987616127,0.10520735516786103,4.543637515123071,4.260780473743423,3.73518233962927,0.17260899096954138,3,97,3.492861997549701,0.10420712666407651,4.2667784751326625,0.18253788141608515
RLPDMAQAgentseed100_sq3_k16,100,200,266.9528352214061,53.694860608461944,301.1260369101063,75.52641259611406,0.0,door-human-v1,100,,200.0,0.0,256.24425614593247,52.661836327463284,234.9388648923494,88.52853249848063,RLPD_MAQ/log/exp_seed100_sq3_k16/door-human-v1/RLPDMAQ/model_900000_652.pth,456.9108034015153,304.9705021473245,236.53679446855196,80.6642671970815,563.9229758303535,357.58492295596847,258.2386516744838,109.15384730860055,0,0.0,200,200.0,200,0.0,450.5019510353979,290.569878756205,226.86518743797984,80.8058473270196,534.5829634733564,301.5618630668403,186.30781313339466,127.12881258781556,5.883195339490313,3.897704064355132,3.309081599251825,0.6284472371630901,6.9658012360764126,5.128231708580368,4.1746550415209525,0.8812566684372811,19.977828101988123,9.43253165196987,530.2523884889854,277.04120266302493,265.28457559774347,248.22771569072987,236.2084122100473,5.98926620614254,390.05691372471574,273.31792885766663,258.8778013539269,17.3815226050102,0,0.0,200,200.0,200,0.0,255.64685607444653,239.3376062035595,221.15288303135745,7.5483201962710185,334.2602960967704,202.12455235864482,182.0416703798982,21.777046508636957,0.67,3.8319724174155554,3.45359117747231,3.3329872223522274,0.10351709443502775,5.660345712272136,4.4086430225490325,4.107499968597594,0.2286874025345958,33,67,3.6001484301436415,0.42558274360717085,4.6461072889393735,0.6370316535312033
RLPDMAQAgentseed1_sq6_k8,1,200,245.84678652783418,36.511330800267174,264.08754133594465,46.01280820300524,0.0,door-human-v1,100,,200.0,0.0,205.2565077222929,41.29647959195826,186.53623056029517,55.673740555086695,RLPD_MAQ/log/exp_seed1_sq6_k8/door-human-v1/RLPDMAQ/model_320000_753.pth,503.0872655517939,312.76470338833207,250.9286509485864,96.9626344778205,581.6780598596151,352.61336513746755,275.9905023329505,117.65334972034681,0,0.0,200,200.0,200,0.0,498.4830770313906,272.6829743003825,200.16351910086965,116.78994915352494,561.6954772803421,291.0273760782791,197.50315272025273,138.92031294564836,5.276328747915645,4.039955197832295,3.6003258008393013,0.5432431267320532,6.7047908805522445,5.444093979838683,4.910450183617465,0.6868541033325519,24.586734336651922,7.232366496711308,665.6197504363705,212.42054479936237,257.5584028448182,239.22853101415862,213.32004290295197,6.956669733579652,283.45923547594157,255.33224008084898,238.6344937124668,10.28710381454702,0,0.0,200,200.0,200,0.0,222.62282766432745,198.5879560827016,187.81366096940226,5.5640182671659995,232.1838304049495,176.20194144313191,139.66209104678336,17.629485728793068,0.91,4.104226147777018,3.5481108930354845,3.287973880163548,0.12050747795364235,5.16999437812006,4.442688170136719,4.015866229113901,0.22540948874577807,9,91,3.592376880467197,0.24410600615068148,4.532814693009896,0.41331125323803086
RLPDMAQAgentseed10_sq6_k8,10,200,276.3373509978674,11.577549539658902,266.74483209882163,16.61895727075248,0.0,door-human-v1,100,,200.0,0.0,221.41854352640811,12.325850369654495,230.60397831608483,19.178163484790183,RLPD_MAQ/log/exp_seed10_sq6_k8/door-human-v1/RLPDMAQ/model_510000_739.pth,285.3731211007824,271.50369529645104,249.0312758591665,12.338899942322252,333.73502055056065,280.97347838414515,226.1738282684332,32.42896975698981,0,0.0,200,200.0,200,0.0,252.34972665966248,226.23699953270295,201.75034499524926,18.150377285408904,301.7080226136547,249.42423358607573,197.8616360401742,34.02717226108147,3.4481110494165015,3.3030989631122853,3.0675800132680937,0.10536219976089313,5.023905829530237,4.4921488692092195,3.986360285032356,0.33606049147226014,23.545937363394682,7.029536221962465,635.050688403167,206.4632530216924,300.8022169533818,276.9964858662424,257.47765730330894,11.310886153810987,302.08620922510863,264.8045621508231,231.60729751749977,11.792994667434877,0,0.0,200,200.0,200,0.0,257.04808883080256,220.7614813437315,195.96479778047427,11.14104913056799,263.03086284961927,228.0375798701769,175.9664110122656,14.324163727874796,0.88,3.65300573137738,3.3317225014955807,3.0989276317132317,0.12769882328109577,4.69793368318435,4.191081678564052,3.922015590587259,0.17982032178966417,12,88,3.3282876768895853,0.12557393328944313,4.227209741441471,0.22711063887723315
RLPDMAQAgentseed100_sq6_k8,100,200,242.73578680915426,6.724847130999293,312.57661059561536,11.112292560147921,0.0,door-human-v1,100,,200.0,0.0,223.72105758425403,8.135141126645888,251.39037203659635,14.479258803495199,RLPD_MAQ/log/exp_seed100_sq6_k8/door-human-v1/RLPDMAQ/model_810000_989.pth,241.0481350363303,237.45943931421908,233.39988568547724,2.7190547391228046,317.5182445683708,305.01296286805876,271.8703963954436,19.161309937857297,0,0.0,200,200.0,200,0.0,230.78129830368331,223.44315609942967,219.34528336456842,4.356707116434885,276.71255390304833,238.30439942589913,194.52395817819595,29.18207273331102,3.7618677499375006,3.6157502180865837,3.4054496154221527,0.14931849309073417,4.907799988438313,4.731492581084146,4.304304961109914,0.24913529882050753,33.155633494993,4.7630295648772085,917.2953573588478,139.89409075532262,257.2540520871211,242.95563462144324,227.73153271762416,6.752148202508845,339.34514459145436,312.8917625842636,286.6771664768516,10.528389961697997,0,0.0,200,200.0,200,0.0,242.75742563943214,223.73263681278834,205.30172239418587,8.254927025577585,291.06644603145133,251.93562089537537,224.9596071905949,13.246465295272582,0.96,4.144292188786253,3.8456983282534103,3.4218972601661326,0.15737792341561901,5.188031251756158,4.704325578726167,4.3164572449012795,0.18514828056584431,4,96,3.8365004038467374,0.16339945643729784,4.705412258820487,0.18820140067603572
RLPDMAQAgentseed1_sq6_k16,1,200,257.1744727303127,41.38634755356952,264.98539385056034,62.937673664352666,0.0,door-human-v1,100,,200.0,0.0,230.11115384909556,42.586606642390095,216.17965397492407,71.17813703407919,RLPD_MAQ/log/exp_seed1_sq6_k16/door-human-v1/RLPDMAQ/model_560000_694.pth,399.15864660298445,290.52157120327513,217.5531172096223,64.68120710019619,512.3516062104328,322.55092974870945,216.34086350008002,89.20455823722133,0,0.0,200,200.0,200,0.0,376.82278117584144,263.0396060988355,180.09036139690517,66.94616386638255,492.06859782326893,285.02769294797446,165.28879624435862,98.34987108453161,4.452983448813517,3.8716361866483973,3.457214537959926,0.3123031306848662,6.501406618793102,5.121609028721702,4.055416274058396,0.741808270033861,21.386195768372332,8.518743263186263,571.6173037082539,250.20248708286042,265.33639181977406,243.55382687515896,223.45090619933526,7.992933953867882,352.3940203277219,241.47271017385145,216.4866559088301,20.554602618144354,0,0.0,200,200.0,200,0.0,242.69613465170238,216.6615043386384,189.33482409993968,10.001700930674067,305.65788400576895,188.05862397184723,160.9444632992005,21.40051502434889,0.71,3.9212838483529766,3.627973451680496,3.4621935618335047,0.09393811325458333,5.886067570869765,4.3164285365484965,3.9612242890457017,0.3673331466506235,29,71,3.698635644821187,0.21627422627963194,4.549930879278726,0.6235961271375541
RLPDMAQAgentseed10_sq6_k16,10,200,298.2661243184138,14.503596808968194,294.36370741407484,16.562160269518664,0.0,door-human-v1,100,,200.0,0.0,247.3085272318893,25.578205663692206,241.66102553128195,19.556601779228004,RLPD_MAQ/log/exp_seed10_sq6_k16/door-human-v1/RLPDMAQ/model_500000_1196.pth,378.0447760336364,317.3376385633265,253.47961709775598,26.14070833365433,338.2933830063207,304.5255425000994,230.79419408408216,26.340286807785105,0,0.0,200,200.0,200,0.0,338.15549289274804,293.21943723889603,219.4640407499936,28.13209122420525,305.8405699912907,258.54250253770795,192.45573696751777,25.344962835235425,3.989866925185245,3.6361821190022376,3.195831507687737,0.17661687196761633,5.275667176100318,4.833313923288315,3.8349209191887255,0.35925267382244247,41.0292299409841,5.789162839756697,1148.5493524859305,170.03246792215603,344.32237780583745,295.66546328501664,273.6950466106668,9.460166524472882,354.0709836164333,292.97800262961687,263.48883711425714,14.180915640782883,0,0.0,200,200.0,200,0.0,330.65004251245534,241.04794859457022,216.99401643832505,17.576003649305388,315.14118643691916,239.35900593949663,195.77240008449965,17.4028186526409,0.88,3.8687496168020945,3.3810218533522853,3.211483520636188,0.10339250945023723,5.189936153600208,4.308900973111635,3.9929663119129377,0.17540015843367143,12,88,3.4116410852302796,0.1415122115013064,4.371830527132836,0.26758518653918933
RLPDMAQAgentseed100_sq6_k16,100,200,312.2504400383181,73.99508757659474,377.1144378945516,102.05048583277345,0.0,door-human-v1,100,,200.0,0.0,286.7541814016849,78.51353746123802,320.51207000617,112.98301144513057,RLPD_MAQ/log/exp_seed100_sq6_k16/door-human-v1/RLPDMAQ/model_230000_824.pth,550.7176669874008,346.3497272078482,256.1712278800296,87.04370312073101,657.2952963671087,431.03510746339987,302.535419558176,113.05796241132381,0,0.0,200,200.0,200,0.0,535.8244961986173,322.50730465234057,231.08090499376334,92.65460287819923,616.8553278452443,382.902971663239,232.74153679806935,121.96195640464461,6.88535727933859,4.640622272086175,3.8067804180797378,0.9361964280992449,7.559909270835209,5.870736258552351,4.444292439961668,0.8976986117081895,20.448938790052498,17.50038907044958,544.0892963759048,514.0008021214212,284.51561559332123,272.22084205669574,258.3141246212936,6.4141236834039415,344.3476268666922,313.8162605745993,280.62859407367915,14.661841055389859,0,0.0,200,200.0,200,0.0,260.1018703862327,244.78312367265423,229.43717374712907,7.7944280672205,306.8383070971163,247.2705767565674,201.25909233778685,18.83624600462559,0.46,4.369421826804273,4.0659528346711555,3.7333864281226528,0.133489206593788,5.318992145067762,4.781286714672143,4.478896048088867,0.16819362491337508,54,46,4.376274330875265,0.750679814644571,5.369589468367455,0.8619773379930296
RLPDMAQAgentseed1_sq9_k8,1,200,241.71729461870507,12.672407478108337,250.95881884142557,8.865519201417856,0.0,door-human-v1,100,,200.0,0.0,209.8666149937995,8.390149264644705,174.5130412150653,11.945943653486488,RLPD_MAQ/log/exp_seed1_sq9_k8/door-human-v1/RLPDMAQ/model_900000_930.pth,255.58930045238904,237.10395828710716,219.38700708947303,13.918162798446513,276.4945421188857,250.66419900362237,237.55667821336132,15.482455615798997,0,0.0,200,200.0,200,0.0,206.69718810175428,198.18656389601742,186.38546573748994,7.378883471524185,203.27834600245822,179.14874437893127,159.74404189278673,16.59006524478512,3.514258613685888,3.4544848994031976,3.3641463950033352,0.06104338917737187,4.7019488589524405,4.369916866456581,4.209619587152458,0.19426405504232944,32.18602282482083,4.26750455628591,888.8170955209138,125.34011422018216,262.5823836223662,241.90951696585498,219.05992218275068,12.581174541336965,268.19819347844395,250.97109466800066,219.02890116665773,8.47825384518551,0,0.0,200,200.0,200,0.0,230.15344835552813,210.35328378954043,190.4384503237739,8.070804600896292,197.56136414049905,174.31988691657094,137.3807859008221,11.672660061129497,0.96,3.748852102195601,3.513811974713724,3.279782478812344,0.09487763195396168,5.0774725446668265,4.182332575167515,3.881266521047921,0.1424919880546211,4,96,3.511438891701303,0.09447699619212262,4.189835946819078,0.1495077355323894
RLPDMAQAgentseed10_sq9_k8,10,200,286.167280957937,5.088235122060059,277.95167056940613,10.438172196684516,0.0,door-human-v1,100,,200.0,0.0,211.95541086505224,5.406011812845164,226.94173032668382,13.098745961045664,RLPD_MAQ/log/exp_seed10_sq9_k8/door-human-v1/RLPDMAQ/model_170000_1050.pth,281.4292166708933,274.3954995678271,270.82664840113057,4.973770229682014,303.62039979104026,290.9349965343683,269.25984832151755,15.40072530987391,0,0.0,200,200.0,200,0.0,212.23901782020297,208.99884248877842,206.14675513496928,2.502249037066443,245.05547329026004,233.0416068838322,220.26759219987102,10.133874918335174,3.5307695952357685,3.4731081602782674,3.420545445514857,0.04514302091603003,4.509684545812924,4.437988296402527,4.378734252238197,0.05417933923779238,37.47705863185236,6.4910519996314635,1044.2191633217697,190.64752909157556,294.13220829971306,286.5313566710332,269.0957492699365,4.637605723853225,325.5645572915202,277.55012440554134,256.33246490298103,9.980732152455902,0,0.0,200,200.0,200,0.0,226.3143337718476,212.0468511241123,199.4699934537677,5.445775515386284,282.3406985309039,226.75307435068962,194.88370882833493,13.134730265022958,0.97,3.7883469119368227,3.6090474899605027,3.398657825081309,0.09010417331658403,4.901377388845991,4.416096742186717,4.109889999936902,0.1358868939967985,3,97,3.604969310070036,0.09205481762042912,4.416753488813192,0.13421362983523577
RLPDMAQAgentseed100_sq9_k8,100,200,253.51446271901557,39.98596494799636,322.79545217441313,44.368593744387695,0.0,door-human-v1,100,,200.0,0.0,226.30411202830408,46.02374163493063,272.7298036501613,43.7739983595171,RLPD_MAQ/log/exp_seed100_sq9_k8/door-human-v1/RLPDMAQ/model_910000_674.pth,442.82900999771,280.71831781058177,231.93998661086434,62.61039543470268,580.3844046856804,359.07679286398593,279.91721629608594,64.3170284175871,0,0.0,200,200.0,200,0.0,437.4935485012472,258.7075452990383,194.38471997418557,70.24564442168511,517.1012571956137,299.1694050976979,226.07918736284367,69.09126694854729,6.044477417301805,4.095399411410591,3.5788608151486834,0.5560657093922339,7.228114648962542,5.401001540825604,4.547569065233971,0.5498571041101724,21.986198972546564,6.760576467388422,589.2398906678621,198.56368410165766,266.4877982459465,241.29244086628293,218.98004919017544,8.611769861593938,389.6264569438911,306.495139690692,290.21349956967225,11.721655636930365,0,0.0,200,200.0,200,0.0,244.01175868401293,211.74604780522057,182.81283496813396,13.009130450704134,310.2535068403374,260.85114213025355,227.51222360872123,13.312240951294601,0.69,4.32566890922178,3.7048619064500823,3.451772749782183,0.1235727081838189,5.386571597289354,4.543437140687352,4.290495328291447,0.17208286054663455,31,69,3.8259285329878394,0.37284740938409866,4.80928210473021,0.5210225940979636
RLPDMAQAgentseed1_sq9_k16,1,200,249.15238822695105,7.9394251907503826,271.83455721216444,17.16771329951082,0.0,door-human-v1,100,,200.0,0.0,215.62929625122993,10.420411759940189,202.64081664795248,20.52479662071471,RLPD_MAQ/log/exp_seed1_sq9_k16/door-human-v1/RLPDMAQ/model_760000_1070.pth,296.3054868052971,250.46644662967793,234.85512348803013,16.776823036858133,325.6872880024544,285.04851017230817,242.40649274732164,34.00345844829945,0,0.0,200,200.0,200,0.0,265.0019286920226,214.74714194978165,195.5975780869658,19.04161334206502,264.98697983302526,220.59184029683198,171.9541738505467,36.91720441044938,3.811309295012481,3.5057283655048295,3.285847896799691,0.13316738745094162,5.41640635131924,4.968294667708936,4.412012473447406,0.3857876239226847,36.171785501678535,4.3523739231564,1005.8822193146359,127.83279723833454,264.9169222005949,249.0063817377592,235.01308228221504,6.208992777911473,293.2821000112522,270.3663402165929,235.8590115547122,13.321073988021643,0,0.0,200,200.0,200,0.0,240.42390492914063,215.72731339583527,194.37537465757518,8.95917972027075,232.7054088545025,200.64625846474365,155.85730638002622,16.639141172333648,0.9,3.5877200415083537,3.413606991084377,3.2632241082849593,0.08081541175761271,4.670182164466605,4.3853952774762135,4.052014547240247,0.13617248252054223,10,90,3.422819128526422,0.09173409559214249,4.443685216499485,0.24930164960434772
RLPDMAQAgentseed10_sq9_k16,10,200,287.240358609456,6.8178799237022725,272.37717326776294,10.48741579898429,0.0,door-human-v1,100,,200.0,0.0,225.08912658400328,6.1886553900309975,214.95270190895707,10.722473589780167,RLPD_MAQ/log/exp_seed10_sq9_k16/door-human-v1/RLPDMAQ/model_660000_1097.pth,275.1783600483494,271.1543565961756,266.33354523726047,2.8174855235707095,272.1019110567848,251.5359281558696,242.40488148364307,10.580710961417939,0,0.0,200,200.0,200,0.0,240.95052246830573,220.00655776909971,213.69396983700352,10.51925596050357,232.2043790342873,207.50913758246625,197.25967369548374,12.889521151883798,3.403329008941114,3.321416574758183,3.266621218524737,0.04746069524283414,4.243300586630581,4.181944582949235,4.12517724635998,0.04508240210366432,37.61234039435516,4.339704712529127,1048.1924998092572,127.46069211550275,299.211041454721,288.0869902943655,271.1841317754676,5.846065382377852,294.39464385527623,273.474080905231,253.01003628797562,9.263817388707416,0,0.0,200,200.0,200,0.0,238.0304970056003,225.35663020584033,207.20139453486178,5.749792918212253,242.01891567299182,215.34446845245654,193.99785820904336,10.4502990458236,0.95,3.5594473112934395,3.3921746619601216,3.228689257661264,0.0760864475949464,4.59487614519932,4.208398241762772,3.965146990235061,0.14271499527933074,5,95,3.388636757600025,0.07648617254018479,4.207075558822095,0.13958528878697007
RLPDMAQAgentseed100_sq9_k16,100,200,312.8816247684044,88.00996111533439,370.43441787082605,94.07194150922264,0.0,door-human-v1,100,,200.0,0.0,287.37035892942157,91.1225903409188,309.5570517766568,104.08480647362207,RLPD_MAQ/log/exp_seed100_sq9_k16/door-human-v1/RLPDMAQ/model_260000_1226.pth,718.5007007688376,411.5025292938137,256.2543792090292,144.7049767376653,673.7564910560573,481.88128814969184,310.48608925093185,148.5829345692887,0,0.0,200,200.0,200,0.0,704.6623118026797,387.656949177401,226.79937084468747,151.40648285149862,635.5609574317672,428.46349460237286,223.532858166486,168.1090799557135,7.005551444541448,5.229725529070214,3.931182875316116,1.1984881751338436,8.081425328694603,6.187892848531883,4.5583854856880786,1.287777589646994,36.58719526708058,15.953173187509357,1018.0831453492611,468.55780072957583,295.66476298276825,283.4234325075678,266.1645451416462,5.6370437318113655,355.95631440990434,337.1450929823337,314.9490945055243,8.962748621400992,0,0.0,200,200.0,200,0.0,270.6924472203013,257.4146241800251,240.36835639455245,5.88478918323499,316.55243955736233,274.03954288066365,238.01019701657984,11.975834009950855,0.77,4.357525451468722,4.162696604358549,3.8384803822928473,0.11242852697564824,5.345982977472755,4.988322832378245,4.71009557175583,0.1287768672852712,23,77,4.408113257042233,0.736027353908899,5.26422393609358,0.8056276502779678
